"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
15.00,0.28,14.39,0.13,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.03,3.59,18.54,0.00,4.20,21.24,68.17,0.00,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,1.20,24.94,80.13,2.10,27.00,19.03,17.61,10.94,17.95,2.24,0.60,19.03,19.03,19.03,1.20,126.23,10.00,10.73,6.00,10.70,8.14,5.90,0.00,2.84,2.13,18.90,0.09,1.00,87.20,97.40,7.93,6.73,10.60,99.20,128.38,0.00,2.00,5.87,16.93,11.00,15.56,18.00,2.23,0.08
16.00,0.04,14.45,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.66,18.54,0.00,4.20,20.19,66.71,6.33,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.12,24.26,78.58,2.10,27.00,19.03,17.61,1.33,17.95,0.24,0.60,19.03,19.03,19.03,1.20,124.96,10.00,10.73,6.00,10.70,8.14,5.90,0.00,2.35,1.50,18.90,0.04,1.00,82.60,94.80,7.00,5.78,1.11,97.63,125.26,0.00,2.00,0.82,1.99,11.00,1.58,18.00,0.00,0.03
17.00,0.00,14.92,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,19.38,64.83,7.17,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,23.66,75.97,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,122.73,10.00,10.73,6.00,10.70,8.14,5.90,0.00,2.09,1.18,18.90,0.00,1.00,78.20,92.20,5.93,4.83,0.00,94.71,120.03,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
18.00,0.00,15.78,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,18.48,61.89,8.07,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,23.29,73.81,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,118.81,10.00,10.73,6.00,10.70,8.14,5.90,0.00,1.81,0.90,18.90,0.00,1.00,74.20,91.40,5.05,4.06,0.00,91.95,113.55,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
19.00,0.00,14.94,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,17.27,55.78,8.07,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,23.64,72.93,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,109.81,10.00,10.73,6.00,10.70,8.14,5.90,0.00,1.47,0.72,18.90,0.00,1.00,70.20,91.00,4.74,3.76,0.00,89.67,103.34,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
20.00,0.00,14.35,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,15.95,50.18,8.07,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,23.73,71.72,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,99.24,10.00,10.73,6.00,10.70,8.14,5.90,0.00,1.12,0.58,18.90,0.00,1.00,66.40,89.90,4.45,3.45,0.00,87.38,91.60,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
21.00,0.00,14.48,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,14.26,46.06,8.06,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,23.07,69.50,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,83.96,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.79,0.52,18.90,0.00,1.00,62.60,88.40,4.25,3.11,0.00,85.08,75.28,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
22.00,0.00,14.37,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,12.84,42.22,8.06,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,22.58,67.61,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,70.26,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.53,0.48,18.90,0.00,1.00,59.60,86.10,4.08,2.81,0.00,83.24,61.10,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
23.00,0.00,14.83,0.00,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,12.25,39.16,8.06,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,22.61,66.70,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,61.29,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.47,0.46,18.90,0.00,1.00,57.00,83.40,4.00,2.68,0.00,82.80,53.29,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
24.00,0.00,15.10,0.00,18.00,4.20,8.10,6.00,7.28,1.60,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,12.25,36.78,8.05,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,22.54,65.81,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,54.56,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.44,0.56,18.90,0.00,1.00,54.80,80.70,3.90,2.52,0.00,82.14,47.36,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
25.00,0.00,15.30,0.00,18.00,4.20,8.10,6.00,7.28,1.60,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,14.02,36.42,8.04,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,22.14,64.94,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,54.54,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.49,1.02,18.90,0.00,1.00,52.90,78.00,3.70,2.27,0.00,80.87,47.06,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
26.00,0.00,15.45,0.00,18.00,4.20,8.10,6.00,7.28,1.60,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,15.80,35.81,8.00,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,21.92,64.06,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,54.48,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.55,1.47,18.90,0.00,1.00,50.70,74.80,3.53,2.06,0.00,80.00,47.22,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
27.00,0.00,15.30,0.00,18.00,4.20,8.10,6.00,7.28,1.60,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,17.64,34.41,0.00,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,22.21,63.16,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,54.31,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.62,1.95,18.90,0.00,1.00,48.50,71.40,3.43,1.95,0.00,80.38,48.75,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
28.00,0.00,15.39,0.00,18.00,4.20,8.10,6.00,7.28,1.60,0.00,2.50,0.00,0.00,0.00,18.54,0.00,4.20,19.20,32.96,0.00,0.00,15.03,3.80,17.13,14.28,14.28,18.09,1.40,0.00,22.34,62.24,2.10,27.00,19.03,17.61,0.00,17.95,0.00,0.60,19.03,19.03,19.03,1.20,54.23,10.00,10.73,6.00,10.70,8.14,5.90,0.00,0.74,2.52,18.90,0.00,1.00,46.00,69.10,3.30,1.84,0.00,80.78,50.47,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
