"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
11.00,0.00,23.51,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,4.40,54.30,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,26.90,83.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,112.91,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,3.60,2.10,18.00,0.00,1.23,78.23,92.61,8.80,7.60,0.00,118.00,116.51,0.00,2.00,0.00
12.00,0.00,23.45,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,4.70,50.40,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,27.00,83.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,107.99,12.88,18.49,19.51,8.40,0.00,6.63,0.00,2.40,2.90,1.70,18.00,0.00,1.23,77.87,92.17,8.50,7.10,0.00,119.00,105.13,0.00,2.00,0.00
13.00,0.00,23.50,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.30,45.00,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,27.10,82.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,102.05,12.88,20.49,19.51,7.40,0.00,6.63,0.00,2.40,2.60,1.50,18.00,0.00,1.23,77.50,91.70,8.50,6.80,0.00,119.00,92.51,0.00,2.00,0.00
14.00,0.00,23.56,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.60,41.00,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,27.20,81.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,93.81,12.88,18.49,19.51,6.40,0.00,6.63,0.00,2.40,2.30,1.30,18.00,0.00,1.23,77.09,91.94,8.50,6.60,0.00,119.00,79.57,0.00,2.00,0.00
15.00,0.00,23.50,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.10,41.30,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,27.00,79.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,84.80,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,2.00,1.10,18.00,0.00,1.23,76.64,92.39,8.40,6.40,0.00,118.00,66.50,0.00,2.00,0.00
16.00,0.00,23.47,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,4.80,41.10,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,26.60,77.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,79.09,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.70,0.90,18.00,0.00,1.23,76.53,92.87,8.40,6.20,0.00,117.00,57.03,0.00,2.00,0.00
17.00,0.00,23.63,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.00,39.60,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,25.90,75.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,74.49,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.70,0.90,18.00,0.00,1.23,76.51,93.37,8.30,6.00,0.00,115.00,48.76,0.00,2.00,0.00
18.00,0.00,23.46,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.10,38.40,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,25.10,73.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,69.87,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.80,0.90,18.00,0.00,1.23,74.04,91.35,8.00,5.70,0.00,114.00,40.95,0.00,2.00,0.00
19.00,0.00,23.60,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.00,37.70,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,24.50,71.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,65.25,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.80,1.00,18.00,0.00,1.23,70.76,88.48,7.00,4.90,0.00,113.00,33.29,0.00,2.00,0.00
20.00,0.00,23.55,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.00,36.30,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,23.80,68.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,57.80,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.80,1.00,18.00,0.00,1.23,68.06,85.66,6.20,4.30,0.00,109.00,27.84,0.00,2.00,0.00
21.00,0.00,23.67,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,5.70,33.10,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,23.00,64.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,49.40,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.50,0.80,18.00,0.00,1.23,65.56,82.87,5.50,3.80,0.00,105.00,23.14,0.00,2.00,0.00
22.00,0.00,23.77,0.00,13.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,0.00,0.00,8.40,6.40,29.30,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,22.30,62.00,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,43.34,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.20,0.60,18.00,0.00,1.23,62.13,79.74,4.80,3.30,0.00,102.00,18.84,0.00,2.00,0.00
