"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
11.00,3.56,14.65,1.48,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,7.81,14.54,17.56,0.00,3.80,20.83,73.89,0.00,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,11.61,24.30,80.30,2.20,25.90,19.51,18.05,95.41,17.95,20.15,0.60,19.51,19.51,19.51,1.20,128.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,6.00,4.60,18.90,0.37,1.00,104.20,103.70,10.20,9.10,79.06,97.30,122.00,0.10,2.00,60.79,246.62,11.00,114.30,12.00,4.00,0.14
12.00,1.36,14.29,0.06,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,0.58,10.31,17.56,0.00,3.80,20.84,74.13,0.00,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,7.70,24.00,79.50,2.20,25.90,19.51,18.05,55.08,17.95,15.28,0.60,19.51,19.51,19.51,1.20,129.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.70,4.70,18.90,0.26,1.00,102.40,102.40,9.60,8.60,49.67,96.90,125.00,0.00,2.00,33.06,175.64,11.00,108.39,12.00,2.00,0.08
13.00,0.28,14.11,0.00,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,0.00,5.00,17.56,0.00,3.80,20.18,73.45,0.00,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,2.76,23.70,78.50,2.20,26.00,19.51,18.05,21.53,17.95,10.41,0.60,19.51,19.51,19.51,1.20,129.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.40,4.70,18.90,0.09,1.00,100.00,100.60,8.90,8.00,19.93,96.60,125.00,0.00,2.00,11.96,44.77,11.00,42.92,12.00,0.00,0.04
14.00,0.04,13.85,0.00,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,0.00,1.79,17.56,0.00,3.80,19.28,72.46,6.30,3.00,15.41,3.80,17.56,14.24,12.00,16.00,0.00,0.53,23.20,76.70,2.20,26.20,19.51,18.05,5.85,17.95,5.53,0.60,19.51,19.51,19.51,1.20,129.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,4.60,3.90,18.90,0.04,1.00,99.10,100.60,8.40,7.30,5.19,95.80,123.00,0.00,2.00,3.46,10.31,11.00,9.96,12.00,0.00,0.00
15.00,0.00,13.94,0.00,14.00,4.20,8.10,6.00,7.30,1.50,0.00,2.50,0.00,0.00,0.14,17.56,0.00,3.80,18.32,71.08,7.20,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,22.60,74.70,2.20,26.30,19.51,18.05,0.27,17.95,0.65,0.60,19.51,19.51,19.51,1.20,128.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,3.70,2.70,18.90,0.00,1.00,98.70,101.30,7.90,6.60,0.12,94.90,118.00,0.00,2.00,0.17,0.65,11.00,0.26,24.00,0.00,0.00
16.00,0.00,14.21,0.00,14.00,4.20,8.10,6.00,7.30,1.50,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,17.33,69.58,8.10,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,23.20,74.60,2.20,26.50,19.51,18.05,0.00,17.95,0.33,0.60,19.51,19.51,19.51,1.20,126.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,2.90,1.90,18.90,0.00,1.00,98.00,101.30,7.70,6.30,0.00,95.10,111.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
17.00,0.00,13.57,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,16.71,66.38,8.10,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,24.30,75.30,2.20,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,123.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,2.10,1.30,18.90,0.00,1.00,97.10,101.00,7.50,6.10,0.00,95.60,102.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
18.00,0.00,12.97,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,16.22,62.63,8.10,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,24.70,75.00,2.20,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,120.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,1.80,1.10,18.90,0.00,1.00,96.20,100.90,7.30,6.00,0.00,96.50,92.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
19.00,0.00,13.09,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,15.96,58.22,8.10,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,24.80,74.30,2.20,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,114.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,1.80,1.00,18.90,0.00,1.00,95.30,100.90,7.00,5.80,0.00,97.60,82.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
20.00,0.00,13.09,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,15.77,53.59,8.10,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,24.90,74.70,2.20,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,107.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,1.60,0.80,18.90,0.00,1.00,92.90,99.60,6.80,5.30,0.00,97.20,73.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
21.00,0.00,14.08,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,15.77,50.06,8.10,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,25.10,75.40,2.20,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,100.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,1.50,0.70,18.90,0.00,1.00,90.00,98.00,6.60,4.70,0.00,96.40,66.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
22.00,0.00,14.60,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,15.83,46.89,8.10,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,24.80,74.10,2.20,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,93.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,1.20,0.50,18.90,0.00,1.00,85.30,95.00,6.10,4.20,0.00,95.10,60.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
23.00,0.00,14.60,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,16.49,44.65,8.00,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,24.30,72.20,2.20,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,88.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,1.00,0.40,18.90,0.00,1.00,80.10,91.70,5.40,3.60,0.00,93.70,56.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
24.00,0.00,14.90,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,17.35,42.73,8.00,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,23.80,69.70,2.20,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,83.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,0.90,0.30,18.90,0.00,1.00,75.80,88.60,5.00,3.20,0.00,92.10,53.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
25.00,0.00,14.99,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,19.08,40.84,0.00,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,23.20,67.00,2.20,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,76.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,0.80,0.30,18.90,0.00,1.00,71.90,85.70,4.60,2.90,0.00,90.50,50.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
26.00,0.00,15.23,0.00,14.00,4.20,8.10,6.00,7.30,1.66,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,21.11,38.97,0.00,3.00,15.41,3.80,17.56,14.24,12.00,16.00,1.40,0.00,22.10,64.10,2.20,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,67.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,0.70,0.30,18.90,0.00,1.00,69.00,83.60,4.30,2.70,0.00,87.70,48.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
