"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
11.00,0.00,23.62,0.00,16.50,2.90,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,22.90,57.10,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,22.60,65.76,2.80,25.80,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,120.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,7.40,11.40,18.00,0.00,0.00,0.11,1.00,72.80,84.70,6.40,4.80,0.00,92.96,112.80,0.00,2.00,0.00,0.00
12.00,0.00,23.62,0.00,16.50,2.90,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,21.00,54.50,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,22.80,65.18,2.80,25.80,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,114.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,6.90,10.90,18.00,0.00,0.00,0.05,1.00,72.40,85.30,6.00,4.40,0.00,94.57,107.70,0.00,2.00,0.00,0.00
13.00,0.00,23.51,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,18.80,52.70,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,22.90,64.81,2.80,26.10,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,112.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,6.40,10.30,18.00,0.00,0.00,0.00,1.00,71.70,80.30,5.60,3.90,0.00,95.24,97.90,0.00,2.00,0.00,0.00
14.00,0.00,23.66,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,17.40,49.90,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,22.70,64.64,2.80,26.20,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,107.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,6.60,10.50,18.00,0.00,0.00,0.00,1.00,70.90,75.10,5.50,3.80,0.00,95.60,88.50,0.00,2.00,0.00,0.00
15.00,0.00,23.59,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,16.40,46.80,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,22.40,64.28,2.80,26.30,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,101.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,7.00,11.00,18.00,0.00,0.00,0.00,1.00,70.60,76.00,5.60,3.80,0.00,95.65,79.80,0.00,2.00,0.00,0.00
16.00,0.00,23.58,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,15.40,43.20,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,21.80,63.74,2.80,26.30,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,94.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,7.40,11.40,18.00,0.00,0.00,0.00,1.00,70.40,77.40,5.50,3.70,0.00,95.61,72.60,0.00,2.00,0.00,0.00
17.00,0.00,23.57,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,14.30,39.30,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,21.30,63.39,2.80,26.40,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,87.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,7.70,11.70,18.00,0.00,0.00,0.00,1.00,70.40,78.80,5.30,3.70,0.00,95.35,69.90,0.00,2.00,0.00,0.00
18.00,0.00,23.64,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,14.20,37.40,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,20.80,63.22,2.80,26.40,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,79.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,8.30,12.20,18.00,0.00,0.00,0.00,1.00,70.60,80.40,5.10,3.60,0.00,95.00,66.80,0.00,2.00,0.00,0.00
19.00,0.00,23.47,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,14.30,36.20,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,20.30,62.77,2.80,26.30,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,72.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,9.00,12.80,18.00,0.00,0.00,0.00,1.00,69.70,80.50,4.90,3.40,0.00,93.63,62.90,0.00,2.00,0.00,0.00
20.00,0.00,23.46,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,15.10,34.60,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,19.90,62.05,2.80,26.40,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,66.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,9.10,12.80,18.00,0.00,0.00,0.00,1.00,68.50,80.20,4.60,3.30,0.00,91.92,58.80,0.00,2.00,0.00,0.00
21.00,0.00,23.54,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,16.20,32.90,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,19.70,61.03,2.80,26.40,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,60.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,9.00,12.60,18.00,0.00,0.00,0.00,1.00,67.70,77.10,4.30,3.00,0.00,90.39,54.10,0.00,2.00,0.00,0.00
22.00,0.00,23.37,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,16.30,32.30,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,19.50,59.73,2.80,26.30,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,54.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,8.80,12.30,18.00,0.00,0.00,0.00,1.00,67.10,73.10,3.90,3.00,0.00,88.92,48.20,0.00,2.00,0.00,0.00
23.00,0.00,23.83,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,16.30,31.90,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,19.40,58.17,2.80,26.40,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,50.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,8.70,12.10,18.00,0.00,0.00,0.00,1.00,68.10,71.90,3.50,3.10,0.00,87.51,38.90,0.00,2.00,0.00,0.00
24.00,0.00,23.88,0.00,16.50,4.20,7.50,7.70,14.44,3.40,0.00,3.50,0.00,0.00,0.00,18.24,0.00,9.60,17.00,31.30,8.10,9.80,15.32,4.70,19.32,19.32,10.73,14.63,2.80,0.00,19.10,56.37,2.80,26.50,19.51,19.32,0.00,18.05,0.00,0.60,12.68,12.68,11.71,2.40,48.00,12.88,11.71,19.51,6.00,10.80,0.00,20.00,1.20,8.10,11.80,18.00,0.00,0.00,0.00,1.00,69.60,71.60,3.10,2.60,0.00,86.11,31.70,0.00,2.00,0.00,0.00
