"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,17.28,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,5.75,14.24,7.90,3.20,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,18.24,58.88,2.00,28.12,3.50,11.30,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,122.00,5.30,4.00,1.80,10.43,7.42,3.40,2.30,11.40,10.50,9.50,0.00,0.39,91.84,94.94,11.44,12.12,0.00,107.00,96.00,0.00,1.93,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,17.42,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,5.86,13.53,7.90,3.20,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,17.72,58.24,2.00,28.12,3.50,11.28,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,122.00,5.30,4.00,1.80,10.43,7.42,3.40,2.30,11.60,10.80,9.50,0.00,0.39,87.11,92.06,10.59,11.54,0.00,107.00,84.00,0.00,1.90,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,17.38,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,6.51,11.96,7.90,3.20,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,16.55,56.66,2.00,28.12,3.50,11.28,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,110.00,5.30,4.00,1.80,10.43,7.42,3.40,2.30,11.70,10.90,9.50,0.00,0.39,78.90,85.71,9.35,10.40,0.00,102.00,74.00,0.00,1.87,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,17.78,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,7.16,10.39,7.90,3.20,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,15.39,55.08,2.00,28.12,3.50,11.27,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,100.00,5.30,4.00,1.80,10.43,7.42,3.40,2.30,11.80,11.10,9.50,0.00,0.39,70.69,79.36,8.12,9.26,0.00,100.00,68.00,0.00,1.84,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,17.80,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,7.41,7.83,7.90,3.20,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,13.83,52.59,2.00,28.12,3.50,11.26,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,90.00,5.30,4.00,1.80,10.43,7.42,3.40,2.30,11.50,10.80,9.50,0.00,0.39,61.08,68.41,6.84,7.90,0.00,95.00,62.00,0.00,1.81,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,17.91,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,7.67,5.27,0.00,3.20,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,12.27,50.10,2.00,28.12,3.50,11.25,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,80.00,5.30,4.00,1.80,10.43,7.42,3.40,2.30,11.20,10.60,9.50,0.00,0.39,51.47,57.47,5.56,6.54,0.00,95.00,57.00,0.00,1.77,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
