"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
11.00,0.00,18.06,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,21.70,41.22,8.00,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.30,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,53.36,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.10,15.31,18.90,0.00,0.00,0.00,0.70,72.57,90.60,5.75,4.27,0.00,102.67,43.94,0.00,1.40,0.00,0.00,0.00,0.00,7.40
12.00,0.00,17.80,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,20.25,37.57,8.00,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.30,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,47.56,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.09,15.13,18.90,0.00,0.00,0.00,0.70,65.20,84.91,5.36,3.87,0.00,99.07,36.72,0.00,1.44,0.00,0.00,0.00,0.00,7.40
13.00,0.00,17.47,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,18.88,33.84,8.00,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.40,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,39.56,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,11.74,14.81,18.90,0.00,0.00,0.00,0.70,62.97,84.70,5.01,3.39,0.00,95.20,29.24,0.00,1.44,0.00,0.00,0.00,0.00,7.40
14.00,0.00,17.49,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,18.07,32.81,8.00,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.50,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,32.35,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,11.28,14.44,18.90,0.00,0.00,0.00,0.70,61.05,84.40,4.34,2.98,0.00,91.87,23.69,0.00,1.40,0.00,0.00,0.00,0.00,7.40
15.00,0.00,17.47,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,17.43,32.67,6.70,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.40,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,25.39,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,11.34,14.48,18.90,0.00,0.00,0.00,0.70,59.23,84.07,3.57,2.60,0.00,88.73,21.72,0.00,1.40,0.00,0.00,0.00,0.00,7.40
16.00,0.00,17.66,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,17.04,31.34,5.20,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.50,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,18.60,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,11.58,14.66,18.90,0.00,0.00,0.00,0.70,58.59,83.15,3.11,2.33,0.00,86.56,17.90,0.00,1.36,0.00,0.00,0.00,0.00,7.40
17.00,0.00,17.87,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,16.72,29.59,1.00,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.50,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,11.88,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.08,14.93,18.90,0.00,0.00,0.00,0.70,58.34,82.03,2.75,2.10,0.00,84.72,11.80,0.00,1.36,0.00,0.00,0.00,0.00,7.40
18.00,0.00,18.03,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,17.13,27.41,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.50,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,8.51,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.67,15.23,18.90,0.00,0.00,0.00,0.70,52.14,77.12,2.41,1.82,0.00,82.15,7.87,0.00,1.36,0.00,0.00,0.00,0.00,7.40
19.00,0.00,17.87,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,17.79,25.07,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.60,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,5.26,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.77,15.24,18.90,0.00,0.00,0.00,0.70,43.96,70.95,2.07,1.52,0.00,79.33,4.66,0.00,1.36,0.00,0.00,0.00,0.00,7.40
20.00,0.00,17.77,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,17.79,25.07,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.60,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,1.05,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.73,15.16,18.90,0.00,0.00,0.00,0.70,38.28,64.75,2.07,1.52,0.00,75.98,2.62,0.00,1.32,0.00,0.00,0.00,0.00,7.40
