"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,114.11,6.39,9.98,48.25,10.17,19.60,229.57,229.31,67.67,67.26,68.05,60.97,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
2.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,114.11,6.39,9.98,48.25,10.17,19.60,229.57,229.31,67.83,67.42,68.21,24.39,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
3.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,110.37,6.39,9.98,48.25,10.17,18.27,229.57,229.31,67.83,60.49,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
4.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,114.11,6.39,9.98,48.25,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
5.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,107.82,6.39,9.98,48.25,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
6.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,100.76,6.39,9.98,48.25,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
7.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,114.11,6.39,9.98,48.25,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
8.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,170.32,33.32,4.10,6.88,87.66,104.96,6.39,9.98,48.25,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
9.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,241.99,33.32,4.10,6.88,87.66,104.96,6.39,9.98,48.25,10.17,18.85,229.57,229.31,66.83,66.11,67.20,56.98,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
10.00,78.57,30.10,67.46,597.07,195.18,4.60,2.96,110.91,19.29,3.81,41.50,0.00,142.80,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,241.99,33.32,4.10,6.88,87.66,104.96,6.39,9.98,48.25,10.17,18.39,229.57,229.31,62.52,62.12,66.19,65.64,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
