"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,17.87,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,13.32,30.21,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,26.09,73.05,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,62.00,12.82,19.42,7.00,10.00,8.47,15.05,2.40,8.61,12.44,18.00,0.00,0.00,0.00,1.00,62.89,82.41,2.24,3.08,0.00,100.79,46.00,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,17.87,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,13.32,30.21,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,26.09,73.05,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,57.00,12.82,19.42,7.00,10.00,8.47,15.05,2.40,8.61,12.44,18.00,0.00,0.00,0.00,1.00,62.89,82.41,2.24,3.08,0.00,100.79,43.00,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,18.08,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,13.31,28.72,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,25.97,73.09,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,54.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.68,12.47,18.00,0.00,0.00,0.00,1.00,61.31,81.24,2.12,2.86,0.00,100.80,41.00,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,17.94,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,13.27,27.32,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,26.19,72.93,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,54.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.33,12.26,18.00,0.00,0.00,0.00,1.00,57.64,78.53,1.89,2.55,0.00,100.85,39.00,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,17.50,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,13.30,25.98,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,26.26,72.44,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,54.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.13,12.15,18.00,0.00,0.00,0.00,1.00,54.45,75.67,1.69,2.30,0.00,100.86,38.00,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,17.86,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,13.55,24.83,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,25.90,70.97,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,53.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.37,12.39,18.00,0.00,0.00,0.00,1.00,52.73,72.35,1.63,2.24,0.00,100.78,37.00,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,18.50,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,13.97,23.75,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,25.51,69.52,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,52.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.56,12.56,18.00,0.00,0.00,0.00,1.00,51.40,69.94,1.56,2.18,0.00,100.57,36.00,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,18.52,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,14.91,22.87,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,25.06,68.11,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,49.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.61,12.55,18.00,0.00,0.00,0.00,1.00,51.25,70.26,1.47,2.15,0.00,99.96,35.00,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,18.00,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,15.71,22.15,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,24.65,66.76,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,48.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.62,12.52,18.00,0.00,0.00,0.00,1.00,51.05,70.43,1.40,2.13,0.00,99.29,33.00,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,18.10,0.00,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.00,16.05,21.89,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,24.31,65.54,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,47.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.49,12.44,18.00,0.00,0.00,0.00,1.00,50.69,70.16,1.39,2.14,0.00,98.45,31.00,0.00,2.00,0.00,0.00,11.00,0.00
11.00,0.04,15.10,0.36,14.00,0.00,7.20,6.40,7.30,2.60,0.40,3.50,20.00,0.07,0.56,17.48,0.00,6.00,16.18,21.75,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.40,23.90,64.12,3.35,27.00,19.42,17.96,13.60,17.96,3.21,0.60,19.42,19.42,19.42,2.40,46.00,12.82,19.42,7.00,10.80,8.47,15.05,2.40,8.53,12.43,18.00,0.00,0.00,0.00,1.00,50.43,69.39,1.37,2.11,13.51,97.03,30.00,0.00,2.00,1.77,15.26,11.00,37.00
