"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
11.00,9.76,21.19,9.14,13.53,4.50,7.50,3.30,6.90,1.50,0.00,3.50,14.49,8.52,16.84,3.10,5.10,7.40,30.86,45.43,3.80,5.30,6.00,2.50,17.39,9.90,3.50,5.00,1.50,13.94,13.50,36.09,0.00,26.30,3.50,11.48,114.93,14.49,27.77,0.60,3.50,3.00,3.00,2.30,44.79,4.80,5.00,1.80,10.43,8.12,3.80,2.30,11.55,12.07,0.00,0.79,0.65,78.93,98.75,2.71,1.94,85.96,63.78,40.39,0.00,0.86,65.04,219.47,5.00,161.50,12.14,0.39,42.03,80.88,13.00
12.00,6.58,21.05,6.46,13.53,4.50,7.50,3.30,6.90,1.50,0.00,3.50,14.49,7.38,16.08,3.10,5.10,7.40,30.86,45.13,3.90,5.30,6.00,2.50,17.39,9.90,3.50,5.00,1.50,13.00,13.76,37.61,0.00,26.50,3.50,11.53,102.47,14.49,23.22,0.60,3.50,3.00,3.00,2.30,48.57,4.80,5.00,1.80,10.43,8.12,3.80,2.30,11.39,11.91,0.00,0.57,0.65,82.10,99.53,2.91,2.02,74.41,64.98,48.08,0.00,0.88,53.88,210.00,5.00,140.22,12.14,0.34,39.63,71.58,12.61
13.00,5.30,20.98,4.70,13.53,4.50,7.50,3.30,6.90,1.50,0.00,3.50,14.49,3.58,14.52,0.00,5.10,7.40,30.86,43.64,3.90,5.30,6.00,2.50,17.39,9.90,3.50,5.00,1.50,11.48,14.06,37.12,0.00,26.90,3.50,11.55,76.55,14.49,14.20,0.60,3.50,3.00,3.00,2.30,53.40,4.80,5.00,1.80,10.43,8.12,3.80,2.30,9.11,11.05,0.00,0.49,0.64,80.57,97.25,2.66,2.09,55.65,64.87,53.61,0.00,0.90,32.73,178.48,5.00,93.20,12.14,0.26,27.03,50.04,6.70
14.00,1.92,21.12,1.99,13.53,4.50,7.50,3.30,6.90,1.50,0.00,3.50,14.49,1.04,9.73,0.00,5.10,7.40,30.86,42.15,7.70,5.30,6.00,2.50,17.39,9.90,3.50,5.00,1.50,6.33,14.37,36.63,0.00,26.90,3.50,11.58,40.62,14.49,5.69,0.60,3.50,3.00,3.00,2.30,62.33,4.80,5.00,1.80,10.43,8.12,3.80,2.30,8.95,10.19,0.00,0.34,0.64,79.03,94.96,2.86,2.17,29.70,64.76,65.34,0.00,0.96,12.07,110.52,5.00,38.28,12.14,0.16,11.78,22.55,1.57
15.00,1.13,21.00,0.93,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.15,3.19,0.00,10.24,7.40,30.86,39.70,8.00,5.30,6.00,2.50,17.39,9.90,3.50,5.00,1.50,1.72,14.64,35.82,0.00,27.20,3.50,11.60,9.70,14.49,1.07,0.60,3.50,3.00,3.00,2.30,72.26,4.80,5.00,1.80,10.43,8.12,3.80,2.30,7.28,8.67,0.00,0.12,0.64,77.47,94.84,2.60,2.24,7.34,65.55,76.08,0.00,1.04,1.62,32.77,5.00,8.27,12.14,0.06,1.67,7.03,0.89
16.00,0.16,20.50,0.25,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.06,0.40,0.00,10.53,7.40,30.86,37.24,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.66,14.89,35.01,0.00,27.40,3.50,11.61,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,72.20,4.80,5.00,1.80,10.43,8.12,3.80,2.30,7.12,8.02,0.00,0.06,0.64,75.91,94.70,2.80,2.31,0.10,66.34,74.81,0.00,1.16,0.00,1.53,5.00,1.10,12.14,0.03,0.00,2.11,0.86
17.00,0.10,20.16,0.17,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.04,0.19,0.00,9.90,7.40,30.70,34.56,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.42,15.35,33.22,0.00,27.70,3.50,11.64,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,68.13,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.97,6.89,0.00,0.00,0.64,73.21,89.43,1.86,1.40,0.07,62.52,70.54,0.00,1.28,0.00,0.00,5.00,0.73,12.14,0.00,0.00,1.41,0.18
18.00,0.05,20.67,0.08,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.02,0.09,0.00,9.90,7.40,29.84,31.88,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.21,15.79,31.43,0.00,27.80,3.50,11.65,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,62.06,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.81,6.25,0.00,0.00,0.63,70.52,84.17,2.07,1.48,0.04,58.70,72.28,0.00,1.34,0.00,0.00,5.00,0.37,12.14,0.00,0.00,0.70,0.00
19.00,0.00,20.79,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,0.00,9.90,7.40,29.00,29.90,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,15.31,29.90,0.00,27.90,3.50,11.65,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,54.00,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.64,6.45,0.00,0.00,0.63,67.11,81.08,1.84,1.55,0.00,56.81,63.01,0.00,1.36,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
20.00,0.00,20.78,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,0.00,11.01,7.40,28.16,27.92,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,14.84,28.37,0.00,27.90,3.50,11.66,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,46.93,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.48,6.68,0.00,0.00,0.63,63.71,77.99,2.04,1.62,0.00,54.91,51.74,0.00,1.38,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
21.00,0.00,20.90,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,3.10,11.50,7.40,27.12,26.14,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,14.31,26.62,0.00,27.90,3.50,11.65,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,36.87,4.80,5.00,1.80,10.43,8.12,3.80,2.30,6.29,7.01,0.00,0.00,0.63,61.65,74.49,2.24,1.70,0.00,52.13,39.48,0.00,1.39,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
22.00,0.00,20.75,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,3.10,11.40,7.40,26.08,24.36,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,13.79,24.87,0.00,27.90,3.50,11.63,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,25.80,4.80,5.00,1.80,10.43,8.12,3.80,2.30,6.13,6.88,0.00,0.00,0.62,59.59,70.97,2.44,1.77,0.00,49.34,28.21,0.00,1.39,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
23.00,0.00,20.99,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,3.10,11.40,7.40,24.81,22.90,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,13.26,22.63,0.00,27.90,3.50,11.62,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,16.73,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.96,6.93,0.00,0.00,0.62,57.97,65.89,3.07,1.85,0.00,45.23,19.94,0.00,1.38,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
24.00,0.00,20.84,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,3.10,11.40,7.40,23.54,21.43,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,12.73,20.39,0.00,27.80,3.50,11.60,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,11.66,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.79,6.81,0.00,0.00,0.62,56.35,60.80,3.27,1.93,0.00,41.12,14.68,0.00,1.36,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
25.00,0.00,20.66,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,3.10,11.40,7.40,22.85,21.35,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,12.04,18.58,0.00,27.80,3.50,11.60,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,7.60,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.63,6.84,0.00,0.00,0.62,50.88,55.25,0.00,0.00,0.00,36.40,10.41,0.00,1.33,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
26.00,0.00,20.77,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,3.10,11.40,7.40,22.18,21.27,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,11.35,16.77,0.00,27.80,3.50,11.59,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,4.53,4.80,5.00,1.80,10.43,8.12,3.80,2.30,5.46,6.77,0.00,0.00,0.62,45.42,49.70,0.00,0.00,0.00,31.68,7.14,0.00,1.30,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
27.00,0.00,20.84,0.00,13.53,4.50,7.50,3.30,6.90,2.00,0.00,3.50,14.49,0.00,0.00,3.10,5.20,7.40,22.02,21.10,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,10.18,14.95,0.00,27.80,3.50,11.59,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,3.46,4.80,5.00,1.80,10.43,8.12,3.80,2.30,6.80,7.05,0.00,0.00,0.61,38.28,43.48,0.05,0.00,0.00,29.20,4.87,0.00,1.26,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
28.00,0.00,23.78,0.00,13.53,4.50,7.50,3.30,6.90,1.70,0.00,3.50,14.49,0.00,0.00,3.10,5.20,7.40,21.85,20.92,8.00,5.30,15.46,2.50,17.39,9.90,3.50,5.00,1.50,0.00,9.01,13.12,0.00,27.90,3.50,11.57,0.00,14.49,0.00,0.60,3.50,3.00,3.00,2.30,2.40,4.80,5.00,1.80,10.43,8.12,3.80,2.30,6.63,6.82,0.00,0.00,0.61,31.13,37.28,0.25,0.03,0.00,26.71,4.61,0.00,1.23,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
