"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,23.97,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,5.47,17.34,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,18.09,15.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,62.90,12.83,19.44,8.20,0.00,8.09,17.49,2.40,9.95,11.08,19.00,0.00,2.00,64.10,65.60,3.37,5.65,0.00,76.10,69.20,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
2.00,0.00,23.97,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,5.47,17.34,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,18.09,15.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,58.10,12.83,19.44,8.20,0.00,8.09,17.49,2.40,9.95,11.08,19.00,0.00,2.00,58.00,64.50,3.37,5.65,0.00,74.20,61.10,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
3.00,0.00,23.85,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,5.62,15.45,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,17.98,13.50,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,57.20,12.83,19.44,8.20,0.00,8.09,17.49,2.40,10.21,11.11,19.00,0.00,2.00,52.10,63.60,3.13,5.23,0.00,71.90,55.60,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
4.00,0.00,23.88,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,5.71,13.66,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,17.81,12.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,55.70,12.83,19.44,8.20,0.00,8.09,17.49,2.40,9.69,10.42,19.00,0.00,2.00,47.20,63.10,2.94,4.91,0.00,69.60,50.00,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
5.00,0.00,23.79,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,5.82,11.11,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,17.62,10.50,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,53.90,12.83,19.44,8.20,0.00,8.09,17.49,2.40,9.23,9.87,19.00,0.00,2.00,44.40,62.80,2.78,4.56,0.00,68.00,44.90,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
6.00,0.00,23.83,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,5.58,11.19,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,17.36,12.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,52.00,12.83,19.44,8.20,0.00,8.09,17.49,2.40,8.99,9.62,19.00,0.00,2.00,44.60,63.60,2.70,4.21,0.00,66.20,40.90,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
7.00,0.00,23.97,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,5.07,11.92,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,16.94,12.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,51.90,12.83,19.44,8.20,0.00,8.09,17.49,2.40,8.68,9.44,19.00,0.00,2.00,45.00,64.50,2.70,3.99,0.00,65.00,39.00,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
8.00,0.00,23.85,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,4.56,12.65,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,16.52,12.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,51.20,12.83,19.44,8.20,0.00,8.09,17.49,2.40,8.47,9.19,19.00,0.00,2.00,43.70,64.30,2.55,3.69,0.00,64.10,37.40,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
9.00,0.00,23.85,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,4.03,10.92,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,16.41,12.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,49.50,12.83,19.44,8.20,0.00,8.09,17.49,2.40,8.42,8.99,19.00,0.00,2.00,41.80,63.40,2.36,3.35,0.00,63.10,35.90,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
10.00,0.00,23.88,0.00,14.00,4.20,0.00,12.24,19.14,1.75,0.00,3.50,13.00,0.00,0.00,17.49,0.00,6.40,3.40,8.99,8.00,10.98,13.41,5.00,19.24,19.24,19.44,19.44,2.80,0.00,16.52,12.00,3.15,25.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,47.10,12.83,19.44,8.20,0.00,8.09,17.49,2.40,8.43,8.86,19.00,0.00,2.00,40.30,62.30,2.18,3.03,0.00,62.00,34.30,0.00,2.00,0.00,0.00,11.00,0.00,21.00,0.00,0.00,0.00
