"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.01,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,49.34,3.46,19.79,228.68,228.42,44.60,44.43,67.48,44.52,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
2.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.01,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,49.34,3.46,19.79,228.68,228.42,40.89,40.77,67.47,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
3.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.01,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,49.34,3.46,19.79,228.68,228.42,0.00,43.85,67.48,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
4.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.01,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,20.77,3.46,13.18,228.68,228.42,0.00,66.01,0.00,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
5.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.01,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,8.37,228.68,228.42,0.00,0.00,67.94,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
6.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.01,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,8.37,228.68,228.42,0.00,0.00,0.00,0.00,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
7.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,139.87,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,8.37,228.68,228.42,0.00,0.00,0.00,50.56,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
8.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,8.37,228.68,228.42,0.00,0.00,50.56,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
9.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,8.37,228.68,228.42,0.00,50.56,0.00,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
10.00,78.57,0.00,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,47.08,242.00,17.01,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,8.37,228.68,228.42,0.00,0.00,50.56,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,57.93,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.16,21.95
