"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,31.67,4.66,87.77,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
2.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,31.67,4.66,87.77,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
3.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,31.67,4.66,87.77,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
4.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,31.67,4.66,87.77,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
5.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,153.89,112.47,132.84,47.08,242.00,31.67,4.66,84.18,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
6.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,153.89,112.47,132.84,47.08,242.00,31.67,4.66,84.18,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
7.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,153.89,112.47,132.84,47.08,242.00,31.67,4.66,84.18,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
8.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,153.89,112.47,132.84,47.08,242.00,31.67,4.66,84.18,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
9.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,153.89,112.47,132.84,47.08,242.00,31.67,4.66,84.18,0.00,0.00,9.98,95.55,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
10.00,78.57,0.00,67.20,0.00,0.00,0.00,0.00,110.48,19.21,4.11,41.90,0.00,142.44,7.92,4.35,153.89,101.78,132.84,47.08,242.00,31.67,4.66,84.18,0.00,0.00,9.98,95.54,10.52,19.79,228.68,228.42,0.00,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.58,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
