"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.11,6.39,9.18,95.92,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,1.31,75.75,61.17,66.88,47.29,79.02,10.26,0.00,0.00,87.54,84.00,110.50,110.76
2.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.11,6.39,9.49,95.92,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,3.47,75.75,61.17,66.88,47.29,79.02,10.26,0.00,0.00,87.54,84.00,110.50,110.76
3.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.11,6.39,9.52,95.92,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,61.17,66.88,47.29,79.02,10.26,0.00,0.00,87.54,84.00,110.50,110.76
4.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.11,6.39,9.51,95.92,10.17,19.87,229.57,190.24,67.83,67.42,68.21,67.65,185.07,198.10,185.13,3.68,75.75,72.88,66.88,66.80,79.02,10.26,0.00,0.00,87.54,84.00,110.80,110.76
5.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.11,6.39,9.45,95.45,10.17,19.87,229.57,229.31,67.83,67.42,68.21,30.24,185.07,198.10,185.13,2.71,75.75,72.88,66.88,66.80,79.02,10.26,0.00,0.00,87.54,84.00,110.80,110.76
6.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.09,6.39,9.53,65.10,10.17,15.13,229.57,229.31,67.83,67.42,68.21,24.39,185.07,198.10,185.13,4.05,75.75,72.88,66.88,66.80,79.02,0.00,0.00,0.00,87.54,84.00,110.80,110.76
7.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,112.18,6.39,9.58,43.12,10.17,10.02,229.57,195.87,67.83,67.42,68.21,55.84,185.07,198.10,185.13,4.65,75.75,72.88,66.88,66.80,79.02,0.00,0.00,0.00,87.54,84.00,110.80,110.76
8.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,106.69,6.39,9.66,41.20,10.17,9.58,229.57,184.39,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.09,75.75,72.88,66.88,66.80,79.02,0.00,0.00,0.00,87.54,84.00,110.80,110.76
9.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.10,6.39,9.52,76.43,10.17,17.76,229.57,184.39,67.83,67.42,68.21,67.65,185.07,198.10,185.13,3.81,75.75,72.88,66.88,66.80,79.02,0.00,0.00,0.00,87.54,84.00,110.80,110.76
10.00,78.57,0.00,67.46,649.78,147.59,0.00,3.74,110.91,19.29,3.81,40.00,0.00,107.71,8.91,8.21,4.51,164.71,112.91,133.36,0.00,47.27,246.99,29.88,3.89,6.88,87.66,114.11,6.39,9.46,92.85,10.17,19.87,229.57,190.24,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,79.02,0.00,10.26,0.00,87.54,84.00,110.80,110.76
