"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,70.55,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,33.49,0.00,64.12,0.00,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
2.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,66.68,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,61.35,0.00,25.31,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
3.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,65.98,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,55.18,0.00,22.26,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
4.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,63.51,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,49.89,0.00,21.09,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
5.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,61.86,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,0.00,0.00,66.15,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
6.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,15.45,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,0.00,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
7.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,68.68,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,0.00,63.80,0.00,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
8.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,70.21,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,0.00,0.00,62.50,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
9.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,75.58,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,0.00,0.00,66.13,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
10.00,78.57,29.98,67.20,650.00,73.29,0.00,8.05,110.48,19.21,4.30,41.90,0.00,76.81,5.87,3.15,164.07,112.47,88.74,47.08,225.00,31.24,6.88,87.77,0.00,6.39,9.98,49.34,0.00,19.79,228.68,228.42,0.00,66.01,0.00,20.60,0.00,0.00,0.00,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,4.83
