"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,88.73,9.72,19.79,228.68,228.42,67.57,67.16,42.76,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
2.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,88.23,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
3.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,86.97,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
4.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,90.25,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
5.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,86.35,9.72,19.79,228.68,228.42,67.57,67.16,42.76,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
6.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,58.50,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
7.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,54.69,9.72,19.79,228.68,228.42,67.57,67.16,42.76,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
8.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,61.20,9.72,19.79,228.68,228.42,67.57,67.16,42.76,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
9.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,0.00,9.72,8.37,228.68,228.42,56.13,55.79,38.54,55.98,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
10.00,78.57,0.00,67.20,634.98,215.11,7.22,4.07,110.48,19.21,1.77,41.90,0.00,142.44,5.13,2.82,164.07,112.47,126.85,47.08,242.00,17.01,4.20,6.88,87.77,0.00,6.39,9.98,0.00,9.72,8.37,228.68,228.42,0.00,66.85,36.59,43.77,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
