"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,18.77,9.31,5.00,164.07,112.47,136.69,47.08,228.00,29.00,6.72,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,33.80,33.80,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
2.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,30.97,9.31,5.00,164.07,112.47,136.69,47.08,222.00,29.00,6.72,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,53.36,20.60,189.69,203.05,189.76,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,76.24,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
3.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,142.44,9.31,5.00,164.07,112.47,136.69,47.08,231.00,29.00,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,46.15,21.45,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
4.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,112.43,9.31,5.00,164.07,112.47,136.69,47.08,230.00,29.00,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,46.15,21.45,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
5.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,84.28,9.31,5.00,164.07,112.47,136.69,45.00,230.00,29.00,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,20.60,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,85.00,45.06,110.32,203.40,20.46,20.42,0.00,0.00,5.06
6.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,15.45,9.31,5.00,164.07,112.47,136.69,45.00,230.00,29.00,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,48.73,20.61,20.61,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,85.00,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
7.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,35.67,9.31,5.00,164.07,112.47,136.69,45.00,230.00,29.00,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,20.60,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,85.00,45.06,110.32,203.40,20.46,20.42,0.00,0.00,5.06
8.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,15.45,9.31,5.00,164.07,112.47,136.69,45.00,230.00,29.00,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,20.60,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,85.00,45.06,110.32,203.40,20.46,20.42,0.00,0.00,5.06
9.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,64.23,9.31,5.00,164.07,112.47,136.69,45.00,230.00,29.00,6.88,87.77,0.00,6.39,9.98,62.16,10.52,19.79,180.00,180.00,67.57,67.16,67.94,20.60,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,85.00,45.06,110.32,203.40,20.46,20.42,0.00,0.00,5.06
10.00,82.00,0.00,67.20,659.59,147.46,0.00,9.08,110.48,19.21,4.79,41.90,0.00,84.53,9.31,5.00,164.07,112.47,136.69,30.90,230.00,29.00,6.88,87.77,0.00,6.39,9.98,59.61,10.52,19.79,180.00,180.00,67.57,67.16,67.94,20.60,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,31.66,85.00,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
