"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,136.75,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,0.00,87.77,16.00,6.39,9.98,59.64,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
2.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,142.44,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,0.00,87.77,16.00,6.39,9.98,87.64,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
3.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,135.99,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,0.00,87.77,16.00,6.39,9.98,59.64,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
4.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,140.41,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,0.00,87.77,16.00,6.39,9.98,25.88,10.52,19.66,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
5.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,142.44,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,0.00,87.77,16.00,6.39,9.98,64.05,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
6.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,142.44,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,0.00,87.77,16.00,6.39,9.98,93.78,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
7.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,142.44,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,0.00,87.77,16.00,6.39,9.98,91.92,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
8.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,142.44,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,6.88,87.77,16.00,6.39,9.98,90.88,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
9.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,142.44,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,6.88,87.77,16.00,6.39,9.98,90.41,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
10.00,78.57,0.00,67.20,600.03,203.73,0.00,0.00,110.48,19.21,4.79,41.90,0.00,142.44,7.44,4.08,164.07,112.47,132.84,47.08,230.00,34.29,5.06,6.88,87.77,16.00,6.39,9.98,90.86,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
