"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
23.00,12.01,23.07,11.27,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,14.92,15.62,17.48,0.00,3.50,19.13,74.75,6.90,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,13.54,23.84,79.90,3.50,25.20,19.42,17.96,149.20,17.96,26.95,0.60,19.42,19.42,19.42,0.00,111.87,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.83,3.18,9.50,0.00,0.00,1.08,1.00,0.00,84.71,0.00,9.78,103.40,101.01,119.33,0.20,2.00,80.00,250.40,199.00,11.00
24.00,11.07,23.11,10.52,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,14.52,14.80,17.48,0.00,3.50,18.61,74.68,6.90,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,12.91,23.71,79.89,3.50,25.20,19.42,17.96,149.60,17.96,24.35,0.60,19.42,19.42,19.42,0.00,114.99,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.44,3.10,9.50,0.00,0.00,0.91,1.00,0.00,84.96,0.00,9.81,105.80,100.27,122.43,0.20,2.00,78.96,250.40,194.00,11.00
25.00,9.61,23.06,9.73,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,13.09,14.60,17.48,0.00,3.50,18.42,74.74,6.90,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,12.96,23.72,79.97,3.50,25.40,19.42,17.96,149.50,17.96,22.12,0.60,19.42,19.42,19.42,0.00,117.55,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.81,3.05,9.50,0.00,0.00,0.88,1.00,0.00,85.08,0.00,9.83,103.10,99.14,125.02,0.10,2.00,76.78,250.40,185.00,11.00
26.00,7.71,23.09,8.14,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,11.56,14.02,17.48,0.00,3.50,19.17,75.18,6.90,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,12.43,24.09,80.32,3.50,25.40,19.42,17.96,148.40,17.96,19.37,0.60,19.42,19.42,19.42,0.00,118.45,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.49,3.08,9.50,0.00,0.00,0.83,1.00,0.00,84.83,0.00,9.84,102.00,96.88,126.04,0.10,2.00,63.18,250.40,176.00,11.00
27.00,5.58,23.08,6.12,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,8.97,12.91,17.48,0.00,3.50,19.85,75.66,7.70,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,11.11,24.44,80.68,3.50,25.70,19.42,17.96,144.70,17.96,16.91,0.60,19.42,19.42,19.42,0.00,119.51,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.34,3.30,9.50,0.00,0.00,0.70,1.00,0.00,84.82,0.00,9.85,99.20,95.37,127.01,0.10,2.00,51.96,244.71,143.00,11.00
28.00,3.47,23.13,4.52,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,6.42,11.29,17.48,0.00,3.50,20.31,76.27,8.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,8.93,24.70,81.07,3.50,26.00,19.42,17.96,137.60,17.96,12.35,0.60,19.42,19.42,19.42,0.00,121.07,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.71,4.11,9.50,0.00,0.00,0.50,1.00,0.00,85.55,0.00,9.87,94.30,96.07,127.81,0.10,2.00,42.63,217.75,109.00,11.00
29.00,1.51,23.24,3.38,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,2.79,8.78,17.48,0.00,3.50,20.68,76.64,8.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,6.45,24.86,81.35,3.50,26.10,19.42,17.96,89.70,17.96,8.78,0.60,19.42,19.42,19.42,0.00,122.20,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.98,4.64,9.50,0.00,0.00,0.43,1.00,0.00,86.24,0.00,9.84,70.20,96.26,128.25,0.10,2.00,41.83,175.50,55.00,11.00
30.00,0.65,23.17,2.44,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.32,5.25,17.48,0.00,3.50,20.79,76.32,8.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,2.29,24.72,81.30,3.50,26.20,19.42,17.96,47.00,17.96,3.04,0.60,19.42,19.42,19.42,0.00,122.03,12.82,19.42,7.00,10.00,8.42,17.48,2.40,3.90,4.39,9.50,0.00,0.00,0.30,1.00,0.00,86.82,0.00,9.63,47.00,94.90,127.60,0.00,2.00,19.14,119.41,2.00,11.00
31.00,0.18,23.17,1.26,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,1.90,17.48,0.00,3.50,20.68,75.67,8.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.32,24.75,81.22,3.50,26.30,19.42,17.96,9.80,17.96,0.68,0.60,19.42,19.42,19.42,0.00,121.82,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.71,3.93,9.50,0.00,0.00,0.10,1.00,0.00,87.20,0.00,9.24,10.40,94.23,126.35,0.00,2.00,6.12,35.66,1.00,11.00
32.00,0.00,22.95,0.23,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.32,17.48,0.00,3.50,19.90,74.01,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,25.26,81.08,3.50,26.40,19.42,17.96,0.00,17.96,0.01,0.60,19.42,19.42,19.42,0.00,121.51,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.20,2.87,9.50,0.00,0.00,0.05,1.00,0.00,86.99,0.00,8.29,0.00,95.66,123.29,0.00,2.00,0.00,17.31,0.00,11.00
33.00,0.00,20.91,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,19.20,71.97,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,25.76,80.87,3.50,26.30,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,120.13,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.74,1.92,9.50,0.00,0.00,0.00,1.00,70.52,86.87,4.42,7.39,0.00,96.56,118.98,0.00,2.00,0.00,0.00,0.00,11.00
34.00,0.00,20.02,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,18.69,68.79,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,26.21,80.47,3.50,26.50,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,115.57,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.45,1.32,9.50,0.00,0.00,0.00,1.00,69.63,87.02,4.13,6.68,0.00,95.91,110.91,0.00,2.00,0.00,0.00,0.00,11.00
35.00,0.00,19.13,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,18.11,64.97,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,26.52,79.86,3.50,26.60,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,109.74,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.16,0.86,9.50,0.00,0.00,0.00,1.00,69.18,86.96,3.91,6.11,0.00,95.39,102.05,0.00,2.00,0.00,0.00,0.00,11.00
36.00,0.00,20.41,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,17.30,59.21,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,26.41,78.60,3.50,26.70,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,100.13,12.82,19.42,7.00,10.80,8.42,17.48,2.40,1.91,0.83,9.50,0.00,0.00,0.00,1.00,70.04,86.30,3.89,5.98,0.00,95.26,90.80,0.00,2.00,0.00,0.00,0.00,11.00
37.00,0.00,20.36,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,16.47,53.57,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,26.12,76.57,3.50,26.80,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,90.81,12.82,19.42,7.00,10.80,8.42,17.48,2.40,1.67,0.81,9.50,0.00,0.00,0.00,1.00,70.18,85.51,3.82,5.75,0.00,95.11,81.33,0.00,2.00,0.00,0.00,0.00,11.00
38.00,0.00,20.71,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,15.60,48.28,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,25.30,72.26,3.50,26.90,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,82.37,12.82,19.42,7.00,10.80,8.42,17.48,2.40,1.47,0.81,9.50,0.00,0.00,0.00,1.00,68.13,84.31,3.58,5.24,0.00,94.92,77.19,0.00,2.00,0.00,0.00,0.00,11.00
39.00,0.00,20.72,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,14.95,43.51,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,24.52,68.42,3.50,26.90,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,74.83,12.82,19.42,7.00,10.80,8.42,17.48,2.40,1.21,0.75,9.50,0.00,0.00,0.00,1.00,66.08,83.21,3.31,4.71,0.00,94.67,72.72,0.00,2.00,0.00,0.00,0.00,11.00
40.00,0.00,21.23,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,15.01,40.31,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,23.86,66.00,3.50,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,70.02,12.82,19.42,7.00,10.80,8.42,17.48,2.40,0.79,0.55,9.50,0.00,0.00,0.00,1.00,64.02,82.43,3.00,4.08,0.00,94.23,67.27,0.00,2.00,0.00,0.00,0.00,11.00
41.00,0.00,21.81,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,14.96,37.56,8.00,2.40,15.53,3.20,18.45,16.31,11.65,15.53,0.00,0.00,23.28,63.97,3.50,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,64.71,12.82,19.42,7.00,10.80,8.42,17.48,2.40,0.47,0.40,9.50,0.00,0.00,0.00,1.00,61.89,81.35,2.71,3.59,0.00,93.48,61.21,0.00,2.00,0.00,0.00,0.00,11.00
42.00,0.00,21.31,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,14.61,36.16,8.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,22.93,63.07,3.50,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,57.88,12.82,19.42,7.00,10.80,8.42,17.48,2.40,0.48,0.43,9.50,0.00,0.00,0.00,1.00,59.60,79.38,2.54,3.49,0.00,91.80,53.29,0.00,2.00,0.00,0.00,0.00,11.00
43.00,0.00,21.27,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,14.41,34.98,8.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,22.32,61.21,3.50,26.80,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,51.40,12.82,19.42,7.00,10.80,8.42,17.48,2.40,0.47,0.46,9.50,0.00,0.00,0.00,1.00,57.38,77.91,2.37,3.37,0.00,89.51,45.67,0.00,2.00,0.00,0.00,0.00,11.00
44.00,0.00,21.25,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,14.62,34.49,8.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,20.90,56.47,3.50,26.80,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,45.93,12.82,19.42,7.00,10.80,8.42,17.48,2.40,0.41,0.49,9.50,0.00,0.00,0.00,1.00,55.44,77.94,2.24,3.17,0.00,85.34,38.96,0.00,2.00,0.00,0.00,0.00,11.00
