"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.19,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,15.39,25.28,8.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,20.64,67.24,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,61.40,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,3.16,5.27,20.40,0.61,1.13,0.00,0.00,55.70,77.00,7.32,5.93,0.00,79.66,82.30,0.00,2.00,0.00
2.00,0.00,23.32,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,14.46,27.48,8.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,21.41,65.90,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,60.44,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,5.51,8.99,20.40,0.61,1.13,0.00,0.00,53.90,77.00,7.32,5.93,0.00,81.26,78.60,0.00,2.00,0.00
3.00,0.00,23.16,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,14.46,25.83,1.70,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,21.27,65.30,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,59.42,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,5.56,8.98,20.40,0.61,1.13,0.00,0.00,52.10,68.70,6.07,4.79,0.00,80.74,77.80,0.00,2.00,0.00
4.00,0.00,23.46,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,14.63,24.18,0.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,21.19,64.85,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,58.62,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,5.80,9.11,20.40,0.61,1.13,0.00,0.00,50.10,68.70,6.07,4.79,0.00,81.03,78.30,0.00,2.00,0.00
5.00,0.00,23.68,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,15.25,22.98,0.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,21.04,64.74,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,60.54,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,6.00,9.29,20.40,0.61,1.13,0.00,0.00,47.20,59.00,4.51,3.80,0.00,82.02,82.80,0.00,2.00,0.00
6.00,0.00,23.89,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,16.01,21.94,0.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,20.88,64.73,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,63.36,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,6.20,9.48,20.40,0.61,1.13,0.00,0.00,45.10,59.00,4.51,3.80,0.00,83.24,86.20,0.00,2.00,0.00
7.00,0.00,23.79,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,16.85,20.65,0.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,20.66,63.80,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,66.45,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,6.30,9.45,20.40,0.61,1.13,0.00,0.00,45.10,50.20,3.56,2.95,0.00,84.17,86.10,0.00,2.00,0.00
8.00,0.00,23.65,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,17.71,19.28,0.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,20.42,62.55,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,69.64,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,6.36,9.35,20.40,0.61,1.13,0.00,0.00,45.70,50.20,3.56,2.95,0.00,85.00,85.70,0.00,2.00,0.00
9.00,0.00,23.55,0.00,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.00,0.00,3.10,11.17,0.00,18.37,18.02,0.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.00,20.07,61.09,3.50,0.00,9.00,12.73,0.00,18.02,0.00,0.60,19.59,19.59,19.59,0.00,68.77,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,6.48,9.49,20.40,0.61,1.13,0.00,0.00,47.70,34.90,2.76,2.24,0.00,85.37,84.40,0.00,2.00,0.00
10.00,0.10,23.55,0.10,14.00,4.20,7.50,8.10,13.71,3.55,0.70,3.50,18.96,0.08,0.02,3.10,11.17,0.00,18.96,16.78,0.00,0.00,0.00,4.00,19.10,19.10,19.59,19.59,2.40,0.04,19.68,59.57,3.50,0.00,9.00,12.73,4.00,18.02,0.10,0.60,19.59,19.59,19.59,0.00,66.53,3.30,19.59,19.59,8.40,12.90,10.08,17.63,2.40,6.61,9.72,20.40,0.61,1.13,0.00,0.00,49.60,34.90,2.76,2.24,4.90,85.59,82.40,0.00,2.00,0.00
