"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.73,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,11.21,32.89,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,22.12,60.87,3.56,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,51.73,12.83,19.44,8.20,10.70,8.01,17.49,1.20,5.96,9.63,18.90,0.00,0.00,0.00,1.00,55.05,71.77,1.38,1.64,0.00,72.26,49.16,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,23.73,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,11.21,32.89,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,21.65,59.75,3.56,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,51.73,12.83,19.44,8.20,10.70,8.01,17.49,1.20,5.96,9.63,18.90,0.00,0.00,0.00,1.00,55.05,71.77,1.38,1.64,0.00,70.37,49.16,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,23.86,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,11.44,32.64,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,21.37,59.10,3.56,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,50.73,12.83,19.44,8.20,10.70,8.01,17.49,1.20,6.47,9.88,18.90,0.00,0.00,0.00,1.00,53.74,70.05,1.35,1.55,0.00,69.35,47.54,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.97,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,11.81,32.26,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,21.28,58.94,3.56,25.90,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,50.60,12.83,19.44,8.20,10.70,8.01,17.49,1.20,7.08,10.28,18.90,0.00,0.00,0.00,1.00,52.51,68.42,1.34,1.48,0.00,68.33,45.82,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.83,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,12.05,31.63,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,21.17,58.88,3.56,25.90,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,50.89,12.83,19.44,8.20,10.70,8.01,17.49,1.20,7.27,10.49,18.90,0.00,0.00,0.00,1.00,51.40,67.52,1.28,1.41,0.00,67.83,45.24,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.80,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,12.23,30.92,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,21.05,58.93,3.56,25.70,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,51.31,12.83,19.44,8.20,10.70,8.01,17.49,1.20,7.32,10.63,18.90,0.00,0.00,0.00,1.00,50.32,66.86,1.21,1.35,0.00,67.32,45.03,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.97,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,12.37,29.47,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,20.94,58.26,3.56,25.70,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,51.67,12.83,19.44,8.20,10.70,8.01,17.49,1.20,7.37,10.67,18.90,0.00,0.00,0.00,1.00,49.52,66.07,1.15,1.30,0.00,67.51,45.02,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.83,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,12.49,27.77,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,20.85,56.88,3.56,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,52.01,12.83,19.44,8.20,10.70,8.01,17.49,1.20,7.40,10.66,18.90,0.00,0.00,0.00,1.00,48.81,65.25,1.11,1.25,0.00,67.69,45.07,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,23.78,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,12.31,26.59,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,20.88,55.75,3.56,25.70,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,51.26,12.83,19.44,8.20,10.70,8.01,17.49,1.20,7.55,10.92,18.90,0.00,0.00,0.00,1.00,47.97,64.68,1.03,1.15,0.00,67.96,44.42,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.82,0.00,14.00,4.20,6.70,9.00,19.14,3.60,0.40,3.40,16.00,0.00,0.00,17.49,0.00,9.00,12.02,25.57,8.10,10.98,14.58,4.80,19.24,19.24,19.44,19.44,1.40,0.00,21.01,54.85,3.56,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,50.14,12.83,19.44,8.20,10.70,8.01,17.49,1.20,7.72,11.26,18.90,0.00,0.00,0.00,1.00,47.09,64.19,0.95,1.03,0.00,68.22,43.53,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
