"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
11.00,0.00,18.79,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,24.50,51.20,7.40,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,14.80,50.40,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,91.70,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,14.70,16.74,18.00,0.00,0.00,0.00,1.23,63.70,79.60,4.35,3.28,0.00,71.20,76.30,0.00,1.24,0.00,0.00,5.00,0.00,11.00
12.00,0.00,19.26,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,23.90,44.20,7.40,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,14.30,48.70,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,84.80,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,14.08,16.50,18.00,0.00,0.00,0.00,1.23,62.10,79.10,4.28,3.16,0.00,69.90,67.00,0.00,1.24,0.00,0.00,5.00,0.00,11.00
13.00,0.00,19.84,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,23.00,37.90,7.40,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,14.40,47.00,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,76.30,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,13.54,16.22,18.00,0.00,0.00,0.00,1.23,61.20,78.80,4.20,3.03,0.00,68.80,60.60,0.00,1.24,0.00,0.00,5.00,0.00,11.00
14.00,0.00,20.58,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,22.10,32.20,7.50,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,14.50,45.50,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,67.00,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,13.24,15.88,18.00,0.00,0.00,0.00,1.23,60.20,78.20,4.11,2.86,0.00,67.40,58.30,0.00,1.24,0.00,0.00,5.00,0.00,11.00
15.00,0.00,20.71,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.50,28.40,6.90,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,14.50,44.50,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,55.10,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,12.94,15.55,18.00,0.00,0.00,0.00,1.23,58.70,77.00,4.04,2.72,0.00,65.20,48.50,0.00,1.20,0.00,0.00,5.00,0.00,11.00
16.00,0.00,20.51,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.10,25.30,5.60,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,14.10,43.00,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,44.20,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,12.62,15.28,18.00,0.00,0.00,0.00,1.23,56.90,75.40,4.02,2.68,0.00,62.70,44.20,0.00,1.20,0.00,0.00,5.00,0.00,11.00
17.00,0.00,20.20,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.40,23.90,2.50,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,12.50,40.10,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,36.70,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,12.37,15.06,18.00,0.00,0.00,0.00,1.23,54.50,72.90,4.02,2.65,0.00,59.30,36.50,0.00,1.20,0.00,0.00,5.00,0.00,11.00
18.00,0.00,20.55,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.80,22.60,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,11.00,37.20,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,29.60,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,12.27,14.99,18.00,0.00,0.00,0.00,1.23,51.70,70.30,4.07,2.68,0.00,55.90,30.00,0.00,1.16,0.00,0.00,5.00,0.00,11.00
19.00,0.00,20.36,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,22.50,21.90,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,10.00,34.30,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,24.00,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,12.07,14.84,18.00,0.00,0.00,0.00,1.23,47.50,67.50,4.07,2.69,0.00,52.20,26.50,0.00,1.20,0.00,0.00,5.00,0.00,11.00
20.00,0.00,20.22,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,23.20,21.00,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,9.00,31.60,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,19.00,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,11.52,14.48,18.00,0.00,0.00,0.00,1.23,43.90,64.70,3.92,2.67,0.00,48.70,22.90,0.00,1.16,0.00,0.00,5.00,0.00,11.00
