"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
12.00,0.00,18.91,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.06,0.00,7.80,15.52,21.80,0.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.07,3.65,1.10,1.90,27.40,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,73.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,9.65,11.40,9.50,0.06,0.77,2.20,0.30,0.00,0.00,0.00,4.40,79.00,0.00,1.48,0.00,0.00,10.63,0.00,12.14,0.03,0.00,0.00,0.00
13.00,0.00,19.01,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,0.00,7.80,13.73,18.30,6.50,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,3.68,1.10,1.90,27.62,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,73.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,8.66,10.30,9.50,0.00,0.76,2.20,0.20,0.00,0.00,0.00,4.90,76.00,0.00,1.52,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
14.00,0.00,18.90,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,0.00,7.80,11.94,14.90,7.90,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,3.80,1.10,1.90,27.82,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,68.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.68,9.20,9.50,0.00,0.76,2.20,0.20,0.00,0.00,0.00,5.30,66.00,0.00,1.57,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
15.00,0.00,18.87,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,0.00,7.80,11.55,13.60,8.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.04,1.40,1.90,27.92,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,61.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.84,9.47,9.50,0.00,0.76,2.50,0.20,0.10,0.00,0.00,5.50,54.00,0.00,1.59,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
16.00,0.00,18.79,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,0.00,7.80,11.16,12.40,8.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.18,1.70,1.90,28.04,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,52.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,8.01,9.75,9.50,0.00,0.76,2.90,0.20,0.10,0.00,0.00,5.70,41.00,0.00,1.60,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
17.00,0.00,18.58,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,0.00,7.80,10.87,12.00,8.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.48,1.80,1.90,28.14,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,39.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.80,9.62,9.50,0.00,0.76,3.50,2.00,0.10,0.00,0.00,6.00,28.00,0.00,1.60,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
18.00,0.00,18.60,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,0.00,7.80,10.58,11.60,8.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.55,1.90,1.90,28.26,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,22.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.60,9.48,9.50,0.00,0.76,4.00,3.80,0.10,0.10,0.00,6.30,17.00,0.00,1.59,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
19.00,0.00,18.43,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,3.10,7.80,9.79,10.20,8.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.78,2.00,1.90,28.34,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,12.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.48,9.42,9.50,0.00,0.75,4.40,5.30,0.20,0.20,0.00,6.60,10.00,0.00,1.59,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
20.00,0.00,18.43,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,3.10,7.80,8.90,8.80,8.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.68,2.10,1.90,28.44,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,9.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.37,9.36,9.50,0.00,0.75,4.90,6.90,0.30,0.40,0.00,6.80,8.00,0.00,1.58,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
21.00,0.00,18.51,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,3.10,7.80,7.71,9.00,8.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.91,2.40,1.90,28.46,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,8.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.49,9.46,9.50,0.00,0.75,4.80,6.70,0.30,0.30,0.00,7.00,6.00,0.00,1.56,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
22.00,0.00,18.92,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,3.10,7.80,6.53,9.10,1.70,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.75,2.70,1.90,28.50,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,8.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.61,9.55,9.50,0.00,0.75,4.80,6.40,0.30,0.30,0.00,7.10,6.00,0.00,1.54,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
23.00,0.00,19.01,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,3.10,7.80,5.74,9.50,0.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.61,2.80,1.90,28.51,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,8.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.73,9.59,9.50,0.00,0.75,4.80,6.10,0.30,0.20,0.00,7.20,6.00,0.00,1.53,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
24.00,0.00,19.03,0.00,13.53,4.50,7.40,3.10,5.20,0.80,0.00,3.50,13.00,0.00,0.00,3.10,7.80,4.95,9.90,0.00,5.80,15.46,4.50,18.94,9.90,3.00,4.50,2.90,0.00,4.74,2.90,1.90,28.40,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,7.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,7.85,9.63,9.50,0.00,0.74,4.80,5.80,0.30,0.10,0.00,7.30,6.00,0.00,1.52,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
