"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,19.62,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.84,7.50,20.07,20.00,7.97,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,5.00,14.20,2.30,28.50,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,77.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,15.40,14.00,9.45,0.00,0.45,26.30,30.90,2.90,2.20,0.00,17.50,79.00,0.00,1.52,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
2.00,0.00,19.86,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.84,7.50,19.65,17.00,7.94,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,5.10,11.16,2.30,28.61,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,70.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,15.60,14.00,9.45,0.00,0.45,26.20,31.10,2.80,2.20,0.00,18.00,72.00,0.00,1.56,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
3.00,0.00,19.88,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.84,7.50,19.15,15.00,7.90,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,5.20,11.42,2.30,28.66,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,60.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,15.80,13.90,9.45,0.00,0.45,26.50,30.40,2.80,1.90,0.00,18.60,65.00,0.00,1.56,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
4.00,0.00,20.05,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.84,7.50,18.64,15.00,7.85,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,5.30,11.67,2.30,28.66,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,52.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,15.90,13.80,9.45,0.00,0.45,26.80,29.60,2.80,1.70,0.00,19.10,59.00,0.00,1.56,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
5.00,0.00,20.15,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.84,7.50,17.60,13.00,7.93,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,5.40,10.64,2.30,28.39,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,44.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,16.00,13.80,9.50,0.00,0.45,27.00,29.70,2.80,1.70,0.00,19.10,53.00,0.00,1.52,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
6.00,0.00,20.27,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.84,7.50,16.55,10.00,7.95,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,5.40,9.61,2.30,28.44,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,32.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,16.00,13.80,9.50,0.00,0.45,27.10,29.80,2.70,1.70,0.00,19.20,43.00,0.00,1.48,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
7.00,0.00,20.29,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.84,7.50,16.23,10.00,7.88,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,4.60,7.13,2.30,28.41,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,16.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,16.10,13.80,9.50,0.00,0.45,23.90,27.30,2.40,1.40,0.00,18.10,27.00,0.00,1.48,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
8.00,0.00,20.33,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.82,7.50,15.91,7.00,4.01,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,3.70,4.66,2.30,28.26,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,5.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,16.20,13.80,9.50,0.00,0.45,20.60,24.90,2.00,1.10,0.00,17.00,18.00,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
9.00,0.00,20.35,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.82,7.50,15.89,7.00,0.00,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,3.20,2.91,2.30,28.17,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,1.00,6.00,6.00,2.30,10.80,7.72,5.10,2.30,16.30,13.80,9.50,0.00,0.45,17.40,23.30,1.60,0.80,0.00,16.30,13.00,0.00,1.40,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
10.00,0.00,20.59,0.00,18.00,4.20,7.20,3.60,6.30,1.60,0.00,3.50,16.00,0.00,0.00,3.10,5.82,7.50,15.88,7.00,0.00,5.00,15.46,2.50,8.00,15.75,3.50,5.00,1.20,0.00,2.70,1.17,2.30,28.42,3.12,14.01,0.00,14.49,0.00,0.60,3.90,4.00,4.20,2.30,12.10,6.00,6.00,2.30,10.80,7.72,5.10,2.30,16.40,13.80,9.50,0.00,0.45,14.20,21.70,1.10,0.60,0.00,15.70,7.40,0.00,1.40,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
