"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
11.00,3.35,11.18,1.89,17.00,4.35,8.40,6.00,6.30,1.66,0.00,2.50,0.00,0.30,6.53,14.63,0.00,5.60,25.40,73.80,0.00,4.00,7.00,4.00,10.00,19.00,10.73,14.63,1.40,5.18,13.30,47.10,2.35,28.12,14.00,18.05,17.10,17.95,6.88,0.60,19.51,19.51,19.51,0.00,125.10,8.30,10.00,3.50,10.80,6.64,4.40,2.40,11.25,11.69,18.00,0.37,1.23,53.40,62.10,4.80,3.90,16.50,56.70,122.80,0.10,2.00,46.15,88.60,11.00,74.20,24.00,17.51,0.14
12.00,1.80,10.89,0.27,17.00,4.35,8.40,6.00,6.30,1.66,0.00,2.50,0.00,0.10,4.41,14.63,0.00,5.60,24.40,74.00,0.00,4.00,7.00,4.00,10.00,19.00,10.73,14.63,1.40,3.26,13.80,48.30,2.35,28.12,14.00,18.05,5.80,17.95,3.85,0.60,19.51,19.51,19.51,0.00,124.90,8.30,10.00,3.50,10.80,6.64,4.40,2.40,10.77,11.10,18.00,0.26,1.23,51.40,62.20,4.60,3.50,5.90,57.70,122.10,0.00,2.00,28.39,29.30,11.00,44.60,24.00,11.76,0.08
13.00,0.70,11.51,0.01,17.00,4.35,8.40,6.00,6.30,1.66,0.00,2.50,0.00,0.00,2.26,14.63,0.00,5.60,23.20,73.90,0.00,4.00,7.00,4.00,10.00,19.00,10.73,14.63,1.40,1.13,14.40,49.80,2.35,28.12,14.00,18.05,1.30,17.95,0.96,0.60,19.51,19.51,19.51,0.00,124.40,8.30,10.00,3.50,10.80,6.64,4.40,2.40,10.12,10.39,18.00,0.09,1.23,49.50,62.50,4.30,3.00,1.20,59.20,120.90,0.00,2.00,10.46,6.80,11.00,15.20,24.00,6.00,0.04
14.00,0.18,12.11,0.00,17.00,4.35,8.40,6.00,6.30,1.66,0.00,2.50,0.00,0.00,0.81,14.63,0.00,5.60,22.00,72.60,6.30,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.18,14.40,49.90,2.35,28.12,14.00,18.05,0.20,17.95,0.14,0.60,19.51,19.51,19.51,0.00,121.20,8.30,10.00,3.50,10.80,6.64,4.40,2.40,8.91,9.28,18.00,0.04,1.23,47.70,62.90,3.80,2.60,0.00,59.50,117.10,0.00,2.00,2.73,0.30,11.00,3.80,24.00,3.21,0.00
15.00,0.01,12.06,0.00,17.00,4.35,8.40,6.00,6.30,1.66,0.00,2.50,0.00,0.00,0.17,14.63,0.00,5.60,20.70,70.50,7.20,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.02,14.20,49.40,2.35,28.12,14.00,18.05,0.00,17.95,0.01,0.60,19.51,19.51,19.51,1.20,117.00,8.30,10.00,3.50,10.80,6.64,4.40,2.40,7.67,8.02,18.00,0.00,1.23,46.20,63.60,3.20,2.30,0.00,59.40,112.40,0.00,2.00,0.32,0.00,11.00,0.20,24.00,0.42,0.00
16.00,0.00,12.45,0.00,17.00,4.35,8.40,6.00,6.30,1.66,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,20.60,68.10,8.10,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.00,13.70,47.20,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,103.30,8.30,10.00,3.50,10.80,6.64,4.40,2.40,6.32,6.29,18.00,0.00,1.23,45.90,64.20,3.00,2.20,0.00,58.80,100.50,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.21,0.00
17.00,0.00,12.29,0.00,17.00,4.35,8.40,6.00,6.30,1.66,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,20.80,65.60,8.10,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.00,13.20,44.40,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,86.50,8.30,10.00,3.50,10.80,6.64,4.40,2.40,5.05,4.66,18.00,0.00,1.23,45.90,64.80,3.00,2.00,0.00,58.10,86.20,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
18.00,0.00,12.29,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,20.70,62.00,8.10,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.00,12.80,41.70,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,71.00,8.30,10.00,3.50,10.80,6.64,4.40,2.40,4.00,3.34,18.00,0.00,1.23,47.50,66.30,2.90,1.90,0.00,56.50,70.60,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
19.00,0.00,12.20,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,20.50,58.00,8.10,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.00,12.50,39.00,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,56.10,8.30,10.00,3.50,10.80,6.64,4.40,2.40,3.01,2.18,18.00,0.00,1.23,49.50,68.00,2.80,1.80,0.00,54.70,54.60,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
20.00,0.00,12.13,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,19.80,55.40,8.10,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.00,12.00,36.20,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,45.20,8.30,10.00,3.50,10.80,6.64,4.40,2.40,2.20,1.47,18.00,0.00,1.23,51.60,69.30,2.90,1.80,0.00,53.50,42.40,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
21.00,0.00,12.21,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,18.90,53.30,8.00,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.00,11.50,33.50,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,35.60,8.30,10.00,3.50,10.80,6.64,4.40,2.40,1.51,0.85,18.00,0.00,1.23,53.70,70.50,3.00,1.80,0.00,52.40,31.40,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
22.00,0.00,12.31,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,19.20,51.30,8.00,4.00,15.41,4.00,10.00,19.00,10.73,14.63,1.40,0.00,10.90,31.00,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,29.60,8.30,10.00,3.50,10.80,6.64,4.40,2.40,1.18,0.52,18.00,0.00,1.23,51.20,68.50,2.70,1.70,0.00,51.30,26.20,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
23.00,0.00,13.19,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,20.00,49.40,7.90,4.00,7.00,4.00,10.00,19.00,10.73,14.63,1.40,0.00,10.20,28.60,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,24.70,8.30,10.00,3.50,10.80,6.64,4.40,2.40,0.91,0.27,18.00,0.00,1.23,47.20,65.40,2.40,1.40,0.00,50.10,23.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
24.00,0.00,13.63,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,20.60,46.10,7.90,4.00,7.00,4.00,10.00,19.00,10.73,14.63,1.40,0.00,9.80,27.40,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,21.60,8.30,10.00,3.50,10.80,6.64,4.40,2.40,0.82,0.28,18.00,0.00,1.23,42.90,61.80,2.20,1.20,0.00,48.80,20.10,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
25.00,0.00,13.58,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,21.10,42.40,0.00,4.00,7.00,4.00,10.00,19.00,10.73,14.63,1.40,0.00,9.50,26.60,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,19.10,8.30,10.00,3.50,10.80,6.64,4.40,2.40,0.76,0.28,18.00,0.00,1.23,38.60,58.10,2.10,1.10,0.00,47.50,17.30,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
26.00,0.00,13.57,0.00,17.00,4.35,8.40,6.00,6.30,1.72,0.00,2.50,0.00,0.00,0.00,14.63,0.00,5.60,21.20,39.70,0.00,4.00,7.00,4.00,10.00,19.00,10.73,14.63,1.40,0.00,9.10,25.20,2.35,28.12,14.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,16.10,8.30,10.00,3.50,0.00,6.64,4.40,2.40,0.78,0.28,18.00,0.00,1.23,33.60,53.50,1.80,0.90,0.00,45.80,14.80,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
