"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
11.00,0.00,23.28,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.60,45.65,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,23.80,67.11,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,93.45,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,12.34,15.05,9.00,0.00,0.00,0.00,1.23,65.97,83.19,6.20,4.10,0.00,100.00,52.84,0.00,2.00,0.00,0.00
12.00,0.00,23.34,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,7.89,42.09,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,23.40,64.98,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,85.28,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,11.85,14.89,9.00,0.00,0.00,0.00,1.23,60.16,79.33,5.20,3.50,0.00,97.00,39.39,0.00,2.00,0.00,0.00
13.00,0.00,23.40,0.00,16.00,5.00,5.00,12.39,17.95,2.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,7.79,40.33,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,22.90,63.00,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,72.70,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,11.49,14.60,9.00,0.00,0.00,0.00,1.23,56.91,77.59,4.30,3.00,0.00,94.00,23.32,0.00,2.00,0.00,0.00
14.00,0.00,23.25,0.00,16.00,5.00,5.00,12.39,17.95,2.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,7.89,39.17,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,22.20,59.87,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,60.96,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,11.18,14.26,9.00,0.00,0.00,0.00,1.23,52.96,74.78,3.50,2.50,0.00,90.00,10.65,0.00,2.00,0.00,0.00
15.00,0.00,23.55,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,7.84,37.57,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,21.40,56.37,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,51.69,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,10.68,13.95,9.00,0.00,0.00,0.00,1.23,46.92,68.76,2.90,2.00,0.00,86.00,8.21,0.00,2.00,0.00,0.00
16.00,0.00,23.28,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,7.75,35.83,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,20.60,52.40,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,43.83,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,10.12,13.65,9.00,0.00,0.00,0.00,1.23,42.23,63.64,2.60,2.00,0.00,82.00,6.58,0.00,2.00,0.00,0.00
17.00,0.00,23.49,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.01,33.91,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,19.80,48.27,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,40.19,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,9.93,13.52,9.00,0.00,0.00,0.00,1.23,41.59,61.20,2.50,2.00,0.00,78.00,7.35,0.00,2.00,0.00,0.00
18.00,0.00,23.26,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.39,31.92,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,19.00,44.84,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,33.98,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,9.86,13.44,9.00,0.00,0.00,0.00,1.23,40.45,58.46,2.40,2.20,0.00,74.00,7.90,0.00,2.00,0.00,0.00
19.00,0.00,23.36,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,9.82,31.01,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,18.20,41.65,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,20.12,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,9.63,13.38,9.00,0.00,0.00,0.00,1.23,37.80,54.83,2.30,2.40,0.00,71.00,7.76,0.00,2.00,0.00,0.00
20.00,0.00,23.33,0.00,16.00,5.00,5.00,12.39,17.95,1.60,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,11.60,30.44,8.10,9.98,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,17.70,39.66,3.36,0.00,19.51,19.32,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,9.48,12.88,20.49,19.51,6.00,10.70,0.00,20.00,0.00,9.35,13.33,9.00,0.00,0.00,0.00,1.23,35.25,51.99,2.40,2.40,0.00,67.00,7.49,0.00,2.00,0.00,0.00
