"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,14.93,83.77,5.13,2.82,164.07,112.47,132.84,22.24,4.12,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,85.48,3.46,19.79,228.68,220.60,26.50,26.45,66.87,55.81,184.35,188.53,184.41,5.67,74.99,60.74,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
2.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,14.93,83.77,5.13,2.82,164.07,112.47,132.84,22.24,4.12,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,43.70,3.46,10.12,228.68,220.60,20.60,38.29,58.94,38.56,184.35,188.53,184.41,5.67,74.99,60.74,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
3.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,14.93,83.77,5.13,2.82,164.07,112.47,132.84,22.24,4.12,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,36.14,3.46,8.37,228.68,220.60,20.60,0.00,51.59,20.60,184.35,188.53,184.41,5.67,74.99,60.74,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
4.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,14.93,81.79,5.13,2.82,164.07,112.47,132.84,22.24,4.12,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,24.15,3.46,5.59,228.68,220.60,26.78,0.00,20.60,20.60,184.35,188.53,184.41,5.67,74.99,60.74,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
5.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,11.00,59.98,5.13,2.82,164.07,112.47,132.84,21.75,35.07,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,20.60,0.00,0.00,20.60,184.35,188.53,184.41,5.67,74.99,61.22,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
6.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,10.97,59.98,5.13,2.82,164.07,112.47,132.84,22.24,24.72,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,20.60,0.00,20.60,0.00,184.35,188.53,184.41,5.67,74.99,60.74,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
7.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,10.90,59.98,5.13,2.82,164.07,112.47,132.84,21.75,35.07,239.98,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,20.60,0.00,20.60,0.00,184.35,188.53,184.41,5.67,74.99,61.22,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
8.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,10.95,59.98,5.13,2.82,164.07,112.47,132.84,21.75,35.07,239.84,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,20.60,0.00,20.60,0.00,184.35,188.53,184.41,5.67,74.99,61.22,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
9.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,10.95,59.98,5.13,2.82,164.07,112.47,132.84,21.75,35.07,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,0.00,0.00,20.60,20.60,184.35,188.53,184.41,5.67,74.99,61.22,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
10.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,11.01,59.98,5.13,2.82,164.07,112.47,132.84,21.75,35.07,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,20.60,0.00,20.60,0.00,184.35,188.53,184.41,5.67,74.99,61.22,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
11.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,10.95,59.98,5.13,2.82,164.07,112.47,132.84,21.75,4.12,240.20,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,20.60,0.00,37.13,20.60,184.35,188.53,184.41,5.67,74.99,61.22,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
12.00,78.57,29.98,67.20,631.22,205.55,6.57,6.90,110.48,19.21,1.78,41.90,10.95,59.98,5.13,2.82,164.07,112.47,132.84,21.75,4.12,240.01,30.30,2.06,6.88,87.77,0.00,6.39,9.98,0.00,3.46,0.00,228.68,220.60,20.60,0.00,37.13,20.60,184.35,188.53,184.41,5.67,74.99,61.22,59.28,66.54,67.63,30.70,30.59,30.58,0.00,87.36,110.37,110.32,203.40,19.44,20.27
