"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,198.98,30.27,4.10,6.88,87.66,114.11,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,31.84,0.00,0.00,0.00,87.54,84.00,110.80,110.76
2.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,198.98,30.27,4.10,6.88,87.66,114.11,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,29.61,0.00,0.00,0.00,87.54,84.00,110.80,110.76
3.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,198.98,30.27,4.10,6.88,87.66,96.63,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,31.15,0.00,0.00,0.00,87.54,84.00,110.80,110.76
4.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,198.98,30.27,4.10,6.88,87.66,71.60,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,31.58,0.00,0.00,0.00,87.54,84.00,110.80,110.76
5.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,198.98,30.27,4.10,6.88,87.66,114.11,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,28.71,0.00,0.00,0.00,87.54,84.00,110.80,110.76
6.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,198.98,30.27,4.10,6.88,87.66,114.11,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,28.86,0.00,0.00,0.00,87.54,84.00,110.80,110.76
7.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,241.99,30.27,4.10,6.88,87.66,114.11,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,27.91,0.00,0.00,0.00,87.54,84.00,110.80,110.76
8.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,241.99,30.27,4.10,6.88,87.66,114.11,6.39,0.00,48.25,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,28.68,0.00,0.00,0.00,87.54,84.00,110.80,110.76
9.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,241.99,30.27,4.10,6.88,87.66,114.11,6.39,0.00,95.92,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,30.23,0.00,0.00,0.00,87.54,84.00,110.80,110.76
10.00,78.57,0.00,67.46,597.07,195.18,0.00,5.59,110.91,19.29,3.81,0.00,0.00,92.95,8.91,3.85,2.11,164.71,112.91,87.74,0.00,47.27,241.99,30.27,4.10,6.88,87.66,114.11,6.39,0.00,95.92,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,0.00,75.75,72.88,66.88,66.80,29.59,0.00,0.00,0.00,87.54,84.00,110.80,110.76
